Suburb,No. of Rooms,Type of Property,Year Sold,Price,Postcode,Region Name,No. of properties in Suburb,Distance from CBD,Council for Suburb,Total population
Kensington,3,townhouse,2018,0.077444089,3031,Northern Metropolitan,0.2015450190477037,3.4,Melbourne City Council,0.18115447723586556
West Melbourne,1,unit,2018,0.067402163,3003,Northern Metropolitan,0.076529101,3.1,Melbourne City Council,5.022643753298549e-05
Meadow Heights,4,house,2017,0.0312214,3048,Northern Metropolitan,0.17964790646175172,17.4,Hume City Council,0.2351128858578871
Collingwood,2,house,2018,0.059803984,3066,Northern Metropolitan,0.1736497554470117,2,Yarra City Council,0.16012187186831645
Thornbury,1,unit,2016,0.019467394,3071,Northern Metropolitan,0.33236049473935386,7,Darebin City Council,0.2828064905851619
Ringwood East,3,house,2018,0.068242853,3135,Eastern Metropolitan,0.16781580619056533,21.3,Maroondah City Council,0.3079760225928854
Pascoe Vale,4,house,2016,0.063188082,3044,Northern Metropolitan,0.2841327913420671,8.5,Moreland City Council,0.46155701003861366
Wheelers Hill,3,house,2018,0.068242853,3150,South-Eastern Metropolitan,0.2808095200457422,16.7,Monash City Council,0.30140842207630614
Camberwell,2,unit,2018,0.056408395,3124,Southern Metropolitan,0.3340588070255455,7.7,Boroondara City Council,0.325878066
Glen Waverley,5,house,2018,0.079107983,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5429066068089516
Langwarrin,5,house,2018,0.053001237,3910,Eastern Victoria,0.3280337696520272,41,Frankston City Council,0.3514846963765753
Ringwood,3,house,2016,0.094451021,3134,Eastern Metropolitan,0.2947783622302237,19.9,Maroondah City Council,0.2623333546366169
Cairnlea,6,house,2017,0.083255645,3023,Western Metropolitan,0.095835727,14.8,Brimbank City Council,0.1608206291071378
Frankston South,4,house,2017,0.053854115,3199,South-Eastern Metropolitan,0.2870182821851244,38,Frankston City Council,0.27764492762412035
Coburg,2,house,2018,0.079938892,3058,Northern Metropolitan,0.4087144760790836,6.7,Darebin City Council,0.3918674068285191
Fitzroy North,2,house,2017,0.10859414822489125,3068,Northern Metropolitan,0.23885043429690037,3.6,Moreland City Council,0.20175380933757797
Airport West,3,townhouse,2016,0.058956167,3042,Western Metropolitan,0.12929216097354493,10.4,Moonee Valley City Council,0.12448730283244212
Elwood,2,unit,2018,0.040983925,3184,Southern Metropolitan,0.3363977514995816,7.2,Port Phillip City Council,0.2455402069835892
Watsonia,3,house,2017,0.069082836,3087,Northern Metropolitan,0.080866362,14.5,Banyule City Council,0.1492787031817206
Mernda,4,house,2017,0.032310843475260434,3754,Northern Metropolitan,0.2225935849620804,25.9,Whittlesea City Council,0.2840801271152355
South Melbourne,3,house,2017,0.10130371496221191,3205,Southern Metropolitan,0.2275513032174333,1.9,Port Phillip City Council,0.1935925175932538
Frankston South,4,house,2017,0.077027682,3199,South-Eastern Metropolitan,0.2870182821851244,38,Frankston City Council,0.27764492762412035
Malvern East,2,unit,2018,0.055557693,3145,Southern Metropolitan,0.33001207713944836,8.4,Stonnington City Council,0.33135026718570354
Boronia,4,house,2017,0.054706267,3155,Eastern Metropolitan,0.3603179352172334,25,Knox City Council,0.328786642
Coburg,2,house,2017,0.077027682,3058,Northern Metropolitan,0.4087144760790836,6.7,Darebin City Council,0.38717218981060725
Greensborough,3,house,2017,0.059634478,3088,Northern Metropolitan,0.3205284653111676,16.1,Banyule City Council,0.307286724
Craigieburn,4,house,2016,0.040983925,3064,Northern Metropolitan,0.5358950361287301,20.6,Hume City Council,0.22278184647480845
Altona North,3,townhouse,2016,0.055004348617781675,3025,Western Metropolitan,0.19645634490927477,9.4,Hobsons Bay City Council,0.22035370026385873
Thornbury,1,unit,2016,0.021802865876845483,3071,Northern Metropolitan,0.33236049473935386,7,Darebin City Council,0.2828064905851619
Malvern East,4,house,2017,0.27477866761587305,3145,Southern Metropolitan,0.33001207713944836,8.4,Stonnington City Council,0.3259384963618118
Nunawading,3,house,2018,0.087386176,3131,Eastern Metropolitan,0.19024502349624367,15.4,Manningham City Council,0.1946680089068481
Fitzroy North,1,unit,2018,0.029038946,3068,Northern Metropolitan,0.23885043429690037,3.6,Moreland City Council,0.20526433426206553
Brighton,4,house,2017,0.17494700309270217,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3460389541534153
Glen Waverley,4,house,2018,0.099513496,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5429066068089516
Doncaster East,6,house,2017,0.14784590330029077,3109,Eastern Metropolitan,0.4022368485631557,14.3,Manningham City Council,0.41107484634003477
Glen Iris,4,house,2017,0.1384115032772873,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.25596361831573855
Doncaster,4,house,2017,0.11422796594314712,3108,Eastern Metropolitan,0.3377173476916787,12.4,Manningham City Council,0.322281964
Brighton East,4,house,2016,0.1473801732600477,3187,Southern Metropolitan,0.2644257679092126,10.3,Bayside City Council,0.24656128312937886
Melbourne,2,unit,2018,0.063188082,3000,Northern Metropolitan,0.5895125632710322,0,Melbourne City Council,0.5999401652661333
Elwood,1,unit,2018,0.029606842525515323,3184,Southern Metropolitan,0.3363977514995816,7.2,Port Phillip City Council,0.2455402069835892
Lalor,3,house,2017,0.038563034734310594,3075,Northern Metropolitan,0.3120648168955057,16.3,Whittlesea City Council,0.3428118819352736
Greensborough,6,house,2017,0.058107630807280757,3088,Northern Metropolitan,0.3205284653111676,16.1,Banyule City Council,0.307286724
Caulfield North,4,house,2018,0.12341516856964292,3161,Southern Metropolitan,0.26387984683583926,7.8,Glen Eira City Council,0.3288830468511336
Brighton,3,house,2017,0.16660414089854494,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3460389541534153
South Morang,4,house,2017,0.058107630807280757,3752,Northern Metropolitan,0.30125201534888524,20.5,Whittlesea City Council,0.3574749185428734
Wantirna,4,house,2017,0.079357328,3152,Eastern Metropolitan,0.207763776,14.7,Knox City Council,0.21719231227143096
Taylors Hill,4,house,2016,0.066644938,3037,Western Metropolitan,0.16118141584024404,18,Melton City Council,0.29216321054844724
Doncaster,4,house,2017,0.12381270385613459,3108,Eastern Metropolitan,0.3377173476916787,12.4,Manningham City Council,0.322281964
Tullamarine,3,house,2017,0.046624291881165174,3043,Western Metropolitan,0.12227048203619278,12.9,Brimbank City Council,0.10719047701001538
Templestowe Lower,3,house,2017,0.095923413,3107,Eastern Metropolitan,0.2076097406784447,12.4,Manningham City Council,0.21601938649640035
Hawthorn,2,unit,2018,0.040983925,3122,Southern Metropolitan,0.41198471356997246,5.3,Boroondara City Council,0.3556581534079557
Doncaster,4,townhouse,2018,0.10536051565782635,3108,Eastern Metropolitan,0.3377173476916787,12.4,Manningham City Council,0.3305325466562402
Frankston South,2,townhouse,2016,0.014735698653752965,3199,South-Eastern Metropolitan,0.2870182821851244,38,Frankston City Council,0.27664242127449484
Ringwood North,4,house,2018,0.070760689,3134,Eastern Metropolitan,0.1357270560374303,19.9,Manningham City Council,0.15621983228497038
Dingley Village,2,unit,2017,0.051976821413479424,3172,South-Eastern Metropolitan,0.14892327639210665,22.2,Kingston City Council,0.16399453460457164
Northcote,3,house,2016,0.067402163,3070,Northern Metropolitan,0.413741191,5.3,Darebin City Council,0.3652670445684691
Toorak,3,unit,2017,0.20397769829228138,3142,Southern Metropolitan,0.2745259497042004,4.1,Stonnington City Council,0.2122486276748911
Melbourne,1,unit,2017,0.045722249,3000,Northern Metropolitan,0.5895125632710322,0,Melbourne City Council,0.5637688755391402
Chelsea Heights,4,house,2016,0.052574525,3196,South-Eastern Metropolitan,0.069744635,27,Kingston City Council,0.088348493
Mount Waverley,3,house,2017,0.1174330968920955,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.4701312831656691
Moonee Ponds,4,house,2018,0.12777938894623989,3039,Western Metropolitan,0.23840240561557086,6.2,Moonee Valley City Council,0.23369577031125013
Glen Iris,2,unit,2017,0.060862745403701325,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.25596361831573855
Glen Waverley,4,house,2016,0.1126215398948734,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5351718911120432
Blackburn,3,house,2017,0.11197824620913167,3130,Eastern Metropolitan,0.21883053815879366,13.4,Whitehorse City Council,0.3225609122977266
Heidelberg West,2,house,2017,0.043571248,3081,Eastern Metropolitan,0.095835727,8.8,Banyule City Council,0.22565846822954055
Kingsbury,2,house,2017,0.056493425,3083,Northern Metropolitan,0.040044367,12.1,Darebin City Council,0.19107853049669585
Vermont,3,house,2017,0.071179712,3133,Eastern Metropolitan,0.15871751476542062,17.2,Maroondah City Council,0.16962012953443945
Sunshine North,5,house,2016,0.045722249,3020,Western Metropolitan,0.16017235438351207,10.5,Brimbank City Council,0.18768430572697628
Balwyn,2,unit,2016,0.045722249,3103,Southern Metropolitan,0.21764929314175593,7.9,Boroondara City Council,0.24654819900500108
Port Melbourne,2,house,2017,0.11181735810645975,3207,Southern Metropolitan,0.3247849594487693,3.5,Melbourne City Council,0.2596250384555716
Craigieburn,3,house,2017,0.035528657270610386,3064,Northern Metropolitan,0.5358950361287301,20.6,Hume City Council,0.2478557647657131
Mount Waverley,3,house,2018,0.084496597,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.47512002190817804
Port Melbourne,2,house,2017,0.098127946,3207,Southern Metropolitan,0.3247849594487693,3.5,Melbourne City Council,0.2596250384555716
Glen Iris,4,house,2016,0.2293321893895042,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.25293899717027646
Greensborough,2,townhouse,2016,0.032310843475260434,3088,Northern Metropolitan,0.3205284653111676,16.1,Banyule City Council,0.306128618
Mount Waverley,2,townhouse,2017,0.061158998,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.4701312831656691
Hoppers Crossing,4,house,2016,0.037523714,3029,Western Metropolitan,0.48818039721307693,18.4,Wyndham City Council,0.5166484453142436
Altona North,3,house,2016,0.072854053,3025,Western Metropolitan,0.19645634490927477,9.4,Hobsons Bay City Council,0.22035370026385873
Kew,4,house,2017,0.1348800104958161,3101,Southern Metropolitan,0.3808333209184989,5.4,Boroondara City Council,0.3703319310051386
Burwood,3,house,2017,0.13817645802999523,3125,Southern Metropolitan,0.2174967727418569,10.4,Monash City Council,0.20561879916011905
Coburg,2,house,2017,0.073272201,3058,Northern Metropolitan,0.4087144760790836,6.7,Darebin City Council,0.38717218981060725
Camberwell,2,unit,2017,0.05231841,3124,Southern Metropolitan,0.3340588070255455,7.7,Boroondara City Council,0.3245113759996223
Doncaster East,4,townhouse,2017,0.11020705180035603,3109,Eastern Metropolitan,0.4022368485631557,14.3,Manningham City Council,0.41107484634003477
Toorak,1,unit,2016,0.02838328,3142,Southern Metropolitan,0.2745259497042004,4.1,Stonnington City Council,0.21155780943419875
Mernda,5,house,2018,0.051805983,3754,Northern Metropolitan,0.2225935849620804,25.9,Whittlesea City Council,0.3073113499196944
Fawkner,3,house,2018,0.057343332,3060,Northern Metropolitan,0.19403890699474177,13.1,Hume City Council,0.2235720691846055
Balwyn North,4,house,2018,0.1327157204232524,3104,Southern Metropolitan,0.2956251322063743,9.7,Boroondara City Council,0.3098200209026048
Glenroy,3,house,2017,0.06403232,3046,Northern Metropolitan,0.33236049473935386,11.2,Moreland City Council,0.3357879491267819
Sunshine North,3,house,2017,0.060651083,3020,Western Metropolitan,0.16017235438351207,10.5,Brimbank City Council,0.18768430572697628
Ashburton,4,house,2016,0.12381270385613459,3147,Southern Metropolitan,0.11198371341811048,10.2,Boroondara City Council,0.12889763220023276
Oakleigh South,3,house,2016,0.069502563,3167,South-Eastern Metropolitan,0.1387434002866786,15.5,Kingston City Council,0.1869901890319782
Thornbury,1,unit,2017,0.017391743,3071,Northern Metropolitan,0.33236049473935386,7,Darebin City Council,0.28732622961334014
Nunawading,5,house,2016,0.083255645,3131,Eastern Metropolitan,0.19024502349624367,15.4,Manningham City Council,0.18952831426331104
Forest Hill,4,house,2016,0.071598561,3131,Eastern Metropolitan,0.16693375978585273,15.4,Whitehorse City Council,0.17046759918218898
Hoppers Crossing,3,house,2016,0.040552053,3029,Western Metropolitan,0.48818039721307693,18.4,Wyndham City Council,0.5166484453142436
Coburg North,3,house,2016,0.067402163,3058,Northern Metropolitan,0.12850051075824553,6.7,Darebin City Council,0.1271004482859523
Craigieburn,4,house,2016,0.035789108,3064,Northern Metropolitan,0.5358950361287301,20.6,Hume City Council,0.22278184647480845
Caulfield South,4,townhouse,2018,0.12182344519338834,3162,Southern Metropolitan,0.1932969078589082,8.7,Glen Eira City Council,0.273119343
Rosanna,2,house,2016,0.063188082,3084,Eastern Metropolitan,0.13245250957867125,8.9,Banyule City Council,0.17571998573882902
South Yarra,3,house,2018,0.2225135733426029,3141,Southern Metropolitan,0.5184653400382029,2.7,Melbourne City Council,0.42404313712184016
Brighton,3,unit,2017,0.10341530512389145,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3460389541534153
Melton West,3,house,2018,0.038216714,3337,Northern Victoria,0.2321464148810722,31.7,Melton City Council,0.44338979402369905
Glen Waverley,3,house,2018,0.070760689,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5429066068089516
Glen Iris,3,townhouse,2016,0.1398206157697248,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.25293899717027646
Ascot Vale,4,house,2017,0.13173040159292007,3032,Western Metropolitan,0.25083506840152275,4.3,Moonee Valley City Council,0.23613143814674536
Murrumbeena,2,unit,2017,0.062427658,3163,Southern Metropolitan,0.16921746037170643,10.1,Glen Eira City Council,0.1535669114423127
Mitcham,3,house,2017,0.066981553,3132,Eastern Metropolitan,0.26198500969855726,17.2,Whitehorse City Council,0.25260091771838594
Balwyn North,3,house,2017,0.12381270385613459,3104,Southern Metropolitan,0.2956251322063743,9.7,Boroondara City Council,0.30836969432495825
Beaumaris,4,townhouse,2018,0.1817215867744574,3193,Southern Metropolitan,0.20552793260941107,17.3,Bayside City Council,0.21874062323917626
Truganina,4,house,2017,0.051036851252410156,3029,Western Metropolitan,0.22255564509676243,18.4,Melton City Council,0.380316715
Brunswick,1,unit,2017,0.023298226141419607,3056,Northern Metropolitan,0.43095353382384194,5.2,Moreland City Council,0.38686521290536613
Balwyn North,3,unit,2016,0.091499715,3104,Southern Metropolitan,0.2956251322063743,9.7,Boroondara City Council,0.30548738648483875
South Melbourne,4,house,2017,0.29004096149841113,3205,Southern Metropolitan,0.2275513032174333,1.9,Port Phillip City Council,0.1935925175932538
Murrumbeena,3,house,2017,0.12222161362389272,3163,Southern Metropolitan,0.16921746037170643,10.1,Glen Eira City Council,0.1535669114423127
Bentleigh East,4,house,2018,0.11181735810645975,3165,Southern Metropolitan,0.4012853737054564,13.8,Glen Eira City Council,0.40937521418442885
Balwyn,3,unit,2017,0.07536032,3103,Southern Metropolitan,0.21764929314175593,7.9,Boroondara City Council,0.24929211511646676
Burwood,2,house,2017,0.068242853,3125,Southern Metropolitan,0.2174967727418569,10.4,Monash City Council,0.20561879916011905
Eltham,3,unit,2018,0.059464943536869846,3095,Eastern Metropolitan,0.26631599020956653,18,Banyule City Council,0.34021793935614536
Sunshine,3,house,2016,0.047439725071560565,3020,Western Metropolitan,0.14133925250352913,10.5,Brimbank City Council,0.15846572232212935
Forest Hill,2,townhouse,2017,0.052574525,3131,Eastern Metropolitan,0.16693375978585273,15.4,Whitehorse City Council,0.17301979002177414
Sunshine West,3,house,2018,0.056068201,3020,Western Metropolitan,0.2580380689316444,10.5,Brimbank City Council,0.29033642892884615
Northcote,2,house,2016,0.069754315,3070,Northern Metropolitan,0.413741191,5.3,Darebin City Council,0.3652670445684691
Bulleen,2,unit,2017,0.057513226679899915,3105,Eastern Metropolitan,0.17073703518324615,10.8,Manningham City Council,0.178202786
Flemington,3,house,2016,0.068242853,3031,Northern Metropolitan,0.13465054053101594,3.4,Melbourne City Council,0.1642502854478122
Balwyn North,2,unit,2017,0.062343130574135555,3104,Southern Metropolitan,0.2956251322063743,9.7,Boroondara City Council,0.30836969432495825
Maribyrnong,3,house,2016,0.074107972,3032,Western Metropolitan,0.18808744072017478,4.3,Maribyrnong City Council,0.1965817269904023
Fitzroy,3,house,2017,0.10463150505488664,3065,Northern Metropolitan,0.22308667226748724,2.1,Yarra City Council,0.1757761623581349
